"Protocol ID","Secondary IDs","ClinicalTrials.gov ID","Brief Title","Overall Status","Study Type","Phase","Intervention Types","U.S. FDA Regulated Drug","U.S. FDA Regulated Device","U.S. FDA IND/IDE Information","Locations in US","Start Date","Primary Completion Date","Primary Completion Date Type","Study Completion Date","Study Completion Date Type","Delayed Results Type","Plan to Share IPD?","Available IPD/Information","Study Documents","Initial Release","Initial Results Release","Initial Delayed Results Release","Verification Date","Record Status","NIH Grants","Results Status","Unreported Primary Outcomes","Unreported Secondary Outcomes","Delayed Results Status","Last Update","Last Release","Record Owner","Last Updater","Responsible Party","Central Contacts","Study Officials","Sponsor","Collaborators","Public Site Status","Initial Public Release","Last Public Release","FDAAA Status","Problems","Update Expected","Corrections Expected","Results Expected","All Results Expected","Review Comments Status"
"1183",,1364,"Title 429","Not yet recruiting","Interventional","Phase 1","Drug","FDA regulated drug","No FDA regulated device",,,"05/26/2023","05/26/2026","Anticipated","05/26/2027","Anticipated",,,,,"10/23/2022",,,"11/23/2022","Public",,,,,,"11/15/2022","11/15/2022","ro_name_EF
ro_name_EF@email.com","lu_name_BI
lu_name_BI@email.com","rp_name_AH","cc_name_HHG
cc_name_HHG@email.com
555-555-5555","so_name_HD","University","Steven & Alexandra Cohen Foundation","Public Site Status","11/09/2022","11/15/2022",,,"11/23/2023",,,,
"1184",,,"Title 682","Not yet recruiting","Interventional","N/A","Other","No FDA regulated drug","No FDA regulated device",,,"12/10/2022","02/15/2023","Anticipated","03/22/2023","Anticipated",,,,,,,,"11/23/2022","Entry Completed",,,,,,"12/05/2022",,"ro_name_IH
ro_name_IH@email.com","lu_name_DH
lu_name_DH@email.com","[Sponsor]","cc_name_AGI
cc_name_AGI@email.com
555-555-5555","so_name_AEH","University",,"Public Site Status",,,,"Ready for Review and Approval
Never Released",,,,,
"1185",154,1363,"Title 520","Not yet recruiting","Interventional","N/A","Other","No FDA regulated drug","No FDA regulated device",,,"12/24/2022","05/26/2023","Anticipated","05/26/2023","Anticipated",,,,,"11/07/2022",,,"11/23/2022","Public","NIDA",,,,,"11/09/2022","11/09/2022","ro_name_CBI
ro_name_CBI@email.com","lu_name_CI
lu_name_CI@email.com","[Sponsor]","cc_name_FBD
cc_name_FBD@email.com
555-555-5555","so_name_EGD","University","National Institute on Drug Abuse (NIDA)","Public Site Status","11/09/2022","11/09/2022",,,"11/23/2023",,,,
"1186",105,,"Title 1016","Not yet recruiting","Interventional","N/A","Behavioral","No FDA regulated drug","No FDA regulated device",,,"04/25/2023","07/26/2025","Anticipated","09/23/2025","Anticipated",,,,,,,,"10/24/2022","In Progress","NIDDK",,,,,"10/30/2022",,"ro_name_BDH
ro_name_BDH@email.com","lu_name_CI
lu_name_CI@email.com","[Sponsor]","cc_name_DCI
cc_name_DCI@email.com
555-555-5555","so_name_DBF","University","National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)","Public Site Status",,,,"Entry Not Completed
Never Released",,,,,
"1187",146,1354,"Title 104","Not yet recruiting","Interventional","N/A","Behavioral","No FDA regulated drug","No FDA regulated device",,,"01/18/2023","01/18/2025","Anticipated","06/20/2025","Anticipated",,,,,"10/16/2022",,,"10/24/2022","Public","FIC",,,,,"10/16/2022","10/16/2022","ro_name_DHJ
ro_name_DHJ@email.com","lu_name_BCH
lu_name_BCH@email.com","[Sponsor]","cc_name_HIC
cc_name_HIC@email.com
555-555-5555","so_name_HED","University","University of Malaya
Fogarty International Center of the National Institute of Health","Public Site Status","10/16/2022","10/16/2022",,,"10/24/2023",,,,
"1189",255,1357,"Title 448","Not yet recruiting","Interventional","N/A","Other","No FDA regulated drug","No FDA regulated device",,,"11/23/2022","11/23/2023","Anticipated","11/23/2023","Anticipated",,,,,"10/23/2022",,,"10/24/2022","Public",,,,,,"10/29/2022","10/29/2022","ro_name_AGD
ro_name_AGD@email.com","lu_name_ADE
lu_name_ADE@email.com","[Sponsor]","cc_name_CBB
cc_name_CBB@email.com
(555) 555-5555","so_name_AJC","University","Food and Drug Administration (FDA)","Public Site Status","10/29/2022","10/29/2022",,,"10/24/2023",,,,
"1190",,,"Title 1367","Not yet recruiting","Interventional","N/A","Other","No FDA regulated drug","No FDA regulated device",,,"01/23/2023","06/25/2025","Anticipated","06/25/2025","Anticipated",,,,,,,,"11/23/2022","In Progress",,,,,,"11/28/2022",,"ro_name_HJ
ro_name_HJ@email.com","lu_name_CI
lu_name_CI@email.com","[Sponsor]","cc_name_EEG
cc_name_EEG@email.com
555-555-5555","so_name_FC","University","Glenn Memorial Fund","Public Site Status",,,,"Entry Not Completed
Never Released",,,,,
"1191",,897,"Title 382","Completed","Interventional","N/A","Device","No FDA regulated drug","FDA regulated device",,,"04/18/2018","03/10/2020","Actual","03/11/2020","Actual",,,,,"04/24/2018","04/14/2021",,"05/26/2021","Public",,"Posted",,,,"05/11/2021","05/11/2021","ro_name_BHG
ro_name_BHG@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_EAH
cc_name_EAH@email.com
555-555-5555","so_name_DBJ","University",,"Public Site Status","05/05/2018","05/11/2021","ACT",,,,,,
"1192",,1261,"Title 797","Recruiting","Interventional","N/A","Other","No FDA regulated drug","No FDA regulated device",,,"12/12/2021","12/04/2023","Anticipated","12/04/2024","Anticipated",,,,,"10/30/2021",,,"05/26/2022","Public",,,,,,"05/07/2022","05/07/2022","ro_name_BHG
ro_name_BHG@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_EAG
cc_name_EAG@email.com
55555555555","so_name_CHD","University","Tianjin Chest Hospital","Public Site Status","11/20/2021","05/07/2022",,,"05/26/2023",,,,
"1234",,869,"Title 1335","Completed","Observational",,,"No FDA regulated drug","No FDA regulated device",,,"01/11/2017","02/23/2020","Actual","06/24/2020","Actual",,,,,"05/18/2016",,,"07/25/2020","Public","NICHD",,,,,"07/07/2020","07/08/2020","ro_name_DGG
ro_name_DGG@email.com","lu_name_BCA
lu_name_BCA@email.com","[Sponsor]",,"so_name_DGB","University","Augusta University
Penn State University
University of California, San Francisco
University of North Carolina
University of Oklahoma
University of Pennsylvania
Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)","Public Site Status","11/21/2017","07/08/2020",,,,,,,
"1235",,687,"Title 636","Completed","Interventional","Phase 3","Drug; Other",,,,,"02/23/2016","06/04/2020","Actual","11/23/2020","Actual",,,,,"09/19/2015","07/21/2021",,"08/26/2022","Public","NICHD","Posted",,,,"08/07/2022","08/07/2022","ro_name_ADC
ro_name_ADC@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_CBF
cc_name_CBF@email.com
","so_name_FBC","University","Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)
Yale University
Penn State University
Augusta University
University of California, San Francisco
University of North Carolina
University of Oklahoma
University of Pennsylvania","Public Site Status","10/31/2015","08/07/2022","pACT",,,,,,
"1237",,530,"Title 223","Terminated","Interventional","N/A","Other",,,,,"08/26/2014","11/23/2016","Actual","11/23/2016","Actual",,,,,"03/30/2014",,,"11/23/2016","Public",,,,,,"11/14/2016","11/14/2016","ro_name_BCA
ro_name_BCA@email.com","lu_name_BE
lu_name_BE@email.com","[Sponsor]","cc_name_DAJ
cc_name_DAJ@email.com
555-555-5555","so_name_DJD","University",,"Public Site Status","04/02/2014","11/14/2016",,,,,,,
"1239",,866,"Title 1088","Completed","Interventional","N/A","Behavioral; Other","No FDA regulated drug","No FDA regulated device",,,"07/09/2016","07/06/2017","Actual","10/18/2017","Actual",,,,,"10/31/2017",,,"01/23/2020","Public",,,,,,"01/21/2020","01/21/2020","ro_name_ACG
ro_name_ACG@email.com","lu_name_FG
lu_name_FG@email.com","rp_name_CD","cc_name_BFH
cc_name_BFH@email.com
555-555-5555",,"University","United States Agency for International Development (USAID)
Keheala
MIT's Applied Cooperation Team
Kenya National Tuberculosis, Leprosy and Lung Disease Program","Public Site Status","10/31/2017","01/21/2020",,,,,,,
"1240",,900,"Title 762","Completed","Interventional","Early Phase 1","Drug; Other","FDA regulated drug","No FDA regulated device",,,"12/05/2018","05/18/2020","Actual","05/18/2020","Actual",,,,,"05/15/2018",,,"07/26/2022","Public",,,,,,"07/13/2022","07/13/2022","ro_name_DCJ
ro_name_DCJ@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_BIE
cc_name_BIE@email.com
555-555-5555",,"University",,"Public Site Status","05/15/2018","07/13/2022",,,,,,,
"1241",289,1255,"Title 492","Recruiting","Interventional","Early Phase 1","Drug","FDA regulated drug","No FDA regulated device",,,"01/31/2022","10/24/2023","Anticipated","10/24/2023","Anticipated",,,,,"10/23/2021",,,"04/25/2022","Public","NIDA",,,,,"05/02/2022","05/02/2022","ro_name_AFA
ro_name_AFA@email.com","lu_name_HC
lu_name_HC@email.com","rp_name_DD","cc_name_HBI
cc_name_HBI@email.com
555-555-5555","so_name_BIA","University","National Highway Traffic Safety Administration
Hartford Hospital
National Institute on Drug Abuse (NIDA)","Public Site Status","10/23/2021","05/02/2022",,,"04/25/2023",,,,
"1242",,1321,"Title 548","Recruiting","Interventional","Early Phase 1","Drug","FDA regulated drug","No FDA regulated device",,,"11/20/2022","02/03/2024","Anticipated","11/03/2024","Anticipated",,,,,"07/11/2022",,,"12/24/2022","Public",,,,,,"12/05/2022","12/05/2022","ro_name_AFA
ro_name_AFA@email.com","lu_name_GH
lu_name_GH@email.com","rp_name_DD","cc_name_BIE
cc_name_BIE@email.com
555-555-5555","so_name_BHI","University",,"Public Site Status","07/16/2022","12/05/2022",,,"12/24/2023",,,,
"1243",289,1305,"Title 1126","Not yet recruiting","Interventional","Phase 1","Drug","FDA regulated drug","No FDA regulated device",,,"01/23/2023","08/25/2024","Anticipated","08/26/2025","Anticipated",,,,,"05/04/2022",,,"10/24/2022","Public","NIDA",,,,,"10/15/2022","10/15/2022","ro_name_AFA
ro_name_AFA@email.com","lu_name_HC
lu_name_HC@email.com","rp_name_DD","cc_name_HBI
cc_name_HBI@email.com
555-555-5555","so_name_BIA","University","National Highway Traffic Safety Administration (NHTSA)
Hartford Hospital
National Institute on Drug Abuse (NIDA)","Public Site Status","05/04/2022","10/15/2022",,,"10/24/2023",,,,
"1247",,487,"Title 399","Completed","Interventional","Phase 0","Device",,,,,"07/26/2013","03/26/2015","Actual","06/24/2016","Actual",,,,,"07/22/2013",,,"10/24/2016","Public",,,,,,"10/17/2016","10/17/2016","ro_name_DCG
ro_name_DCG@email.com","lu_name_BE
lu_name_BE@email.com","[Sponsor]","cc_name_ECB
cc_name_ECB@email.com
555-555-5555","so_name_GIJ","University",,"Public Site Status","08/11/2013","10/17/2016",,,,,,,
"1248",,,"Title 854","Recruiting","Interventional",,,,,,,"10/25/2022","03/06/2025","Anticipated","03/06/2025","Anticipated",,,,,,,,"12/24/2022","In Progress",,,,,,"12/05/2022",,"ro_name_BJG
ro_name_BJG@email.com","lu_name_AJE
lu_name_AJE@email.com","[Sponsor]",,,"University",,"Public Site Status",,,,"Entry Not Completed
Never Released",,,,,
"1251",,545,"Title 1025","Terminated","Interventional","N/A","Other",,,,,"06/25/2014","12/24/2016","Actual","12/24/2016","Actual",,,,,"06/08/2014",,,"01/23/2017","Public",,,,,,"01/15/2017","01/15/2017","ro_name_BIA
ro_name_BIA@email.com","lu_name_ADF
lu_name_ADF@email.com","rp_name_GG","cc_name_EBH
cc_name_EBH@email.com
555-555-5555","so_name_DIG","University",,"Public Site Status","06/08/2014","01/15/2017",,,,,,,
"1253",563,975,"Title 229","Completed","Interventional","N/A","Behavioral","No FDA regulated drug","No FDA regulated device",,,"05/20/2020","11/17/2021","Actual","03/21/2022","Actual",,,,,"03/03/2019","11/09/2022",,"11/23/2022","In Progress","NIDA","Released",,,,"11/09/2022","11/09/2022","ro_name_ABA
ro_name_ABA@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_BCA
cc_name_BCA@email.com
555-555-5555","so_name_BAD","University","National Institute on Drug Abuse (NIDA)
University of North Carolina
University of Alabama at Birmingham
Mayo Clinic
The Cooper Health System
University of California, Davis","Public Site Status","03/03/2019","04/11/2022",,"PRS Review Comments
Entry Not Completed",,"01/01/2023",,,
"1259",,503,"Title 171","Completed","Observational",,"Procedure/Surgery",,,,,"11/23/2013","02/23/2017","Actual",,"None",,,,,"11/16/2013",,,"05/26/2017","Public",,,,,,"05/22/2017","05/22/2017","ro_name_BGG
ro_name_BGG@email.com","lu_name_BE
lu_name_BE@email.com","[Sponsor]","cc_name_FGC
cc_name_FGC@email.com
555-555-5555","so_name_DGE","University","Foundation Medicine","Public Site Status","11/16/2013","05/22/2017",,,,,,,
"1260",319,655,"Title 291","Completed","Observational",,"Device",,,,,"05/26/2015","05/25/2016","Actual","05/25/2016","Actual",,,,,"05/13/2015",,,"09/23/2020","Public","NIDDK",,,,,"09/07/2020","09/07/2020","ro_name_CCI
ro_name_CCI@email.com","lu_name_BCF
lu_name_BCF@email.com","[Sponsor]","cc_name_FCF
cc_name_FCF@email.com
(555) 555-5555","so_name_EIH","University","National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)","Public Site Status","05/19/2015","09/07/2020",,,,,,,
"1261",,570,"Title 127","Completed","Interventional","N/A","Behavioral",,,,,"07/26/2014","12/24/2015","Actual","12/24/2015","Actual",,,,,"07/28/2014",,,"07/25/2016","Public",,,,,,"07/11/2016","07/11/2016","ro_name_DDG
ro_name_DDG@email.com","lu_name_BE
lu_name_BE@email.com","[Sponsor]","cc_name_IA
cc_name_IA@email.com
555-555-5555","so_name_GII","University",,"Public Site Status","08/10/2014","07/11/2016",,,,,,,
"1273",,536,"Title 907","Terminated","Interventional","N/A","Drug",,,,,"09/23/2014","09/05/2017","Actual","01/02/2018","Actual",,,,,"04/30/2014","05/06/2020",,"05/25/2020","Public",,"Posted",,,,"05/06/2020","05/06/2020","ro_name_DGG
ro_name_DGG@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]",,"so_name_BHH","University",,"Public Site Status","04/30/2014","05/06/2020","pACT",,,,,,
"1274",,597,"Title 1239","Terminated","Interventional","Phase 2","Device",,,,,"11/23/2014","09/23/2015","Actual","12/24/2015","Actual",,,,,"11/22/2014","01/14/2017",,"03/26/2017","Public",,"Posted",,,,"03/21/2017","03/21/2017","ro_name_AF
ro_name_AF@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_ECD
cc_name_ECD@email.com
555-555-5555","so_name_ABB","University","Boston Scientific Corporation","Public Site Status","11/22/2014","03/21/2017","pACT",,,,,,
"1275",2,733,"Title 609","Completed","Observational","N/A","Other",,,,,"09/23/2015","12/24/2016","Actual","01/23/2017","Actual",,,,,"06/12/2016",,,"01/23/2017","Public",,,,,,"01/14/2017","01/14/2017","ro_name_BIA
ro_name_BIA@email.com","lu_name_ADF
lu_name_ADF@email.com","rp_name_GH","cc_name_EBH
cc_name_EBH@email.com
","so_name_DIG","s_name_H",,"Public Site Status","06/13/2016","01/14/2017",,,,,,,
"1276",414,803,"Title 1370","Active, not recruiting","Interventional","N/A","Behavioral",,,,,"03/26/2017","04/05/2022","Actual","03/26/2025","Anticipated",,,,,"03/20/2017",,,"04/25/2022","Public","NIDA",,,,,"04/11/2022","04/11/2022","ro_name_AJD
ro_name_AJD@email.com","lu_name_BCF
lu_name_BCF@email.com","[Sponsor]","cc_name_AHI
cc_name_AHI@email.com
+5 (555) 555-5555","so_name_AFG","University","National Institute on Drug Abuse (NIDA)","Public Site Status","03/20/2017","04/11/2022",,,"04/25/2023",,,,
"1280",,620,"Title 186","Active, not recruiting","Interventional","Phase 1/Phase 2","Drug",,,,,"09/23/2015","08/07/2022","Actual","06/06/2023","Anticipated",,,,,"01/11/2015",,,"11/23/2022","Public",,,,,,"11/28/2022","11/28/2022","ro_name_ACA
ro_name_ACA@email.com","lu_name_BCF
lu_name_BCF@email.com","[Sponsor]","cc_name_BEB
cc_name_BEB@email.com
(555) 555-5555 Ext: 5555","so_name_BBD","University","United States Department of Defense","Public Site Status","01/11/2015","11/28/2022","pACT",,"11/23/2023",,"08/07/2023","06/05/2024",
"1282",,849,"Title 1308","Enrolling by invitation","Interventional","Phase 1","Drug","FDA regulated drug","No FDA regulated device",,,"10/30/2017","06/02/2025","Anticipated","08/26/2025","Anticipated",,,,,"08/07/2017",,,"08/26/2022","Public",,,,,,"08/13/2022","08/13/2022","ro_name_C
ro_name_C@email.com","lu_name_B
lu_name_B@email.com","rp_name_B","cc_name_C
cc_name_C@email.com
5555555555","so_name_C","University",,"Public Site Status","09/17/2017","08/13/2022",,,"08/26/2023",,,,
"1283",,1090,"Title 950","Completed","Interventional","N/A","Dietary Supplement","No FDA regulated drug","No FDA regulated device",,,"05/23/2020","09/21/2020","Actual","09/21/2020","Actual",,,,,"05/17/2020",,,"11/23/2021","Public",,,,,,"11/27/2021","11/27/2021","ro_name_CBG
ro_name_CBG@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_FBJ
cc_name_FBJ@email.com
(555) 555-5555","so_name_GFD","University",,"Public Site Status","05/17/2020","11/27/2021",,,,,,,
"1284",108,1362,"Title 543","Not yet recruiting","Interventional","Phase 3","Drug; Other","FDA regulated drug","No FDA regulated device",,,"12/05/2022","12/04/2025","Anticipated","12/19/2025","Anticipated",,,,,"10/26/2022",,,"11/23/2022","Public","NICHD",,,,,"11/06/2022","11/06/2022","ro_name_DBD
ro_name_DBD@email.com","lu_name_IB
lu_name_IB@email.com","rp_name_EA","cc_name_FG
cc_name_FG@email.com
555-555-5555","so_name_BDJ","University","Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)
University of Chicago
University of Illinois at Chicago
Johns Hopkins University","Public Site Status","11/06/2022","11/06/2022","ACT",,"11/23/2023",,"12/04/2026","12/19/2026",
"1289",304,514,"Title 728","Completed","Interventional","Phase 2","Drug",,,,,"10/24/2013","08/25/2020","Actual","08/25/2020","Actual",,,,,"09/30/2013","08/29/2020",,"10/24/2020","Public",,"Posted",,,,"10/06/2020","10/06/2020","ro_name_DFJ
ro_name_DFJ@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_HEI
cc_name_HEI@email.com
555-555-5555","so_name_HBJ","University","Guerbet","Public Site Status","12/14/2013","10/06/2020","pACT",,,,,,
"1290",350,548,"Title 700","Completed","Interventional","Phase 2","Drug; Procedure/Surgery; Device",,,,,"08/26/2014","12/06/2015","Actual","06/18/2017","Actual",,,,,"06/18/2014","10/16/2017",,"08/26/2018","Public",,"Posted",,,,"08/29/2018","08/29/2018","ro_name_ABE
ro_name_ABE@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_BAI
cc_name_BAI@email.com
5555555555","so_name_CDE","University",,"Public Site Status","06/18/2014","08/29/2018","pACT",,,,,,
"1291",349,546,"Title 369","Completed","Interventional","Phase 2","Device",,,,,"08/26/2014","02/14/2016","Actual","05/24/2017","Actual",,,,,"05/27/2014","10/16/2017",,"01/23/2015","Public",,"Posted",,,,"12/10/2017","01/15/2018","ro_name_ABE
ro_name_ABE@email.com","lu_name_FA
lu_name_FA@email.com","[Sponsor]","cc_name_BAI
cc_name_BAI@email.com
555-555-5555","so_name_CGA","University",,"Public Site Status","06/10/2014","01/15/2018","pACT",,,,,,
"1292",53,1202,"Title 192","Not yet recruiting","Interventional","Early Phase 1","Drug","FDA regulated drug","No FDA regulated device",,,"02/04/2023","12/05/2024","Anticipated","01/04/2025","Anticipated",,,,,"04/07/2021",,,"10/24/2022","Public","NIDA",,,,,"10/16/2022","10/16/2022","ro_name_BBI
ro_name_BBI@email.com","lu_name_AAI
lu_name_AAI@email.com","rp_name_FI","cc_name_DJC
cc_name_DJC@email.com
555-5555 Ext: 5555","so_name_CIG","University","VA Connecticut Healthcare System
National Institute on Drug Abuse (NIDA)","Public Site Status","04/18/2021","10/16/2022",,,"10/24/2023",,,,
"1298",,891,"Title 244","Completed","Interventional","N/A","Behavioral",,,,,"07/26/2017","02/23/2018","Actual","03/26/2018","Actual",,,,,"07/16/2017",,,"04/25/2019","Public",,,,,,"04/23/2019","04/23/2019","ro_name_CDE
ro_name_CDE@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_FDC
cc_name_FDC@email.com
555 555-5555 Ext: 5555","so_name_FAJ","University",,"Public Site Status","03/18/2018","04/23/2019",,,,,,,
"1300",,685,"Title 737","Completed","Interventional","Phase 2","Drug; Other",,,,,"06/24/2016","12/15/2018","Actual","06/25/2019","Actual",,,,,"09/22/2015","12/28/2019",,"02/23/2020","Public",,"Posted",,,,"02/15/2020","02/15/2020","ro_name_DGG
ro_name_DGG@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]",,"so_name_BCF","University","University of North Carolina
Augusta University
Penn State University
University of California, San Francisco
University of Oklahoma
University of Pennsylvania","Public Site Status","10/19/2015","02/15/2020","pACT",,,,,,
